id,codigo,nome,tipo,ativo,ID_CORBAN,DIVISAO,createdAt,updatedAt
217,bc06,DISPARO BROTHERS,REMARKETING,true,8574,,2026-03-24T17:08:21.632Z,2026-04-14T12:40:47.415Z
218,ac0,ANUNCIO 0 CLT,TRAFEGO,true,8576,,2026-03-24T17:11:11.260Z,2026-04-14T12:40:52.370Z
219,cj3,CANAL DO JEFINHO CLT,INFLUENCER,true,8583,,2026-03-25T14:13:09.309Z,2026-03-25T14:13:49.710Z
220,af0,ANUNCIO 0 FGTS,TRAFEGO,true,8177,,2026-03-25T16:37:11.536Z,2026-04-14T12:40:57.699Z
221,s8,SABRINA,INFLUENCER,true,8632,,2026-03-31T18:07:44.996Z,2026-03-31T18:08:09.668Z
222,c6,CELINA,INFLUENCER,true,8637,,2026-04-01T17:41:50.746Z,2026-04-01T17:44:28.676Z
223,p8,PEDRO LIMPA NOME,INFLUENCER,true,8677,,2026-04-07T19:18:52.409Z,2026-04-07T19:19:19.603Z
224,d7,DANI,INFLUENCER,true,8682,,2026-04-08T18:43:11.748Z,2026-04-08T18:43:30.714Z
225,r9,RAFAEL ALVES,INFLUENCER,true,8768,,2026-04-14T14:38:31.174Z,2026-04-14T16:22:58.112Z
226,f6,FALA BENEFICIARIO,INFLUENCER,true,8769,,2026-04-14T18:08:46.955Z,2026-04-14T18:09:26.334Z
227,b6,BENEFICIOS BR,INFLUENCER,true,8770,,2026-04-14T19:28:56.956Z,2026-04-14T19:30:44.935Z
228,b7,BEATRIZ DUTRA,INFLUENCER,true,8771,,2026-04-14T19:30:20.013Z,2026-04-14T19:30:58.999Z
229,b8,BENEFICIO BOLSA,INFLUENCER,true,8811,,2026-04-20T20:53:17.512Z,2026-04-20T20:54:02.360Z
230,v3,VISAO SOCIAL,INFLUENCER,true,8898,,2026-04-23T17:41:49.792Z,2026-04-23T17:45:12.965Z
231,f7,FUXICO BRASIL,INFLUENCER,true,8901,,2026-04-23T18:49:29.979Z,2026-04-23T18:49:54.538Z
232,d8,DPTO TE AVISA,INFLUENCER,true,8968,,2026-04-28T13:53:43.063Z,2026-04-28T13:55:18.613Z
233,b08,DISPARO DAVI,REMARKETING,true,8969,,2026-04-28T14:16:20.184Z,2026-04-28T14:17:02.123Z
234,e8,"INFORME INSS ",INFLUENCER,true,8984,,2026-04-28T17:15:11.836Z,2026-04-28T17:15:39.139Z
235,b9,INFORME BOLSA FAMILIA,INFLUENCER,true,9000,,2026-04-29T19:46:28.826Z,2026-04-29T19:48:22.339Z
236,n8,LANNY SILVA,INFLUENCER,true,9091,,2026-05-07T13:09:47.788Z,2026-05-07T13:10:29.123Z
237,n9,NILTON PHILIPE,INFLUENCER,true,9092,,2026-05-07T13:29:38.493Z,2026-05-07T13:30:20.155Z
238,f8,FAGNER FERRAZ,INFLUENCER,true,9156,,2026-05-12T19:36:17.709Z,2026-05-12T19:41:59.169Z
239,v4,INVESTCARD,INFLUENCER,true,9157,,2026-05-12T19:49:27.908Z,2026-05-12T19:49:50.784Z
240,"c8
",CASAL INVESTE,INFLUENCER,true,9154,,2026-05-12T19:53:01.432Z,2026-05-12T19:53:26.174Z
241,g7,GABRIEL FURY,INFLUENCER,true,9155,,2026-05-12T19:53:27.273Z,2026-05-12T19:53:58.770Z
242,v5,(v5) VERIFICAR ORIGEM,INFLUENCER,true,9185,,2026-05-19T13:37:06.879Z,2026-05-21T13:44:11.792Z
243,b09,(b09) DISPARO CP,REMARKETING,true,9200,,2026-05-21T14:03:34.881Z,2026-05-21T14:08:49.139Z
244,b10,(b10) DISPARO REFIN,REMARKETING,true,9279,,2026-06-03T13:09:37.034Z,2026-06-03T13:33:54.819Z
245,b11,(b11) DISPARO RENEG,REMARKETING,true,9280,,2026-06-03T13:09:56.453Z,2026-06-03T13:33:55.199Z
246,di1,(di1) DISPARO INTERNO,REMARKETING,true,9128,,2026-06-09T18:01:25.940Z,2026-06-09T18:01:57.463Z
247,nhp,NOVO HORIZONTE,ORGANICO,true,7253,,2026-06-09T19:31:01.930Z,2026-06-09T19:31:31.287Z
248,m8,MIATELLO,INFLUENCER,true,9463,,2026-06-29T13:19:45.266Z,2026-06-29T13:20:26.231Z
249,a8,TATI,INFLUENCER,true,9465,,2026-06-29T16:24:13.309Z,2026-06-29T16:25:04.299Z
250,af01,ANUNCIO 1 FGTS,TRAFEGO,true,7572,,2026-07-01T17:33:16.998Z,2026-07-01T17:34:33.980Z
251,af02,ANUNCIO 2 FGTS,TRAFEGO,true,7573,,2026-07-01T17:34:48.728Z,2026-07-01T17:34:58.798Z
252,af03,ANUNCIO 3 FGTS,TRAFEGO,true,7574,,2026-07-01T17:35:00.244Z,2026-07-01T17:35:15.739Z
253,af04,ANUNCIO 4 FGTS,TRAFEGO,true,7575,,2026-07-01T17:35:18.638Z,2026-07-01T17:35:35.591Z
254,af05,ANUNCIO 5 FGTS,TRAFEGO,true,7576,,2026-07-01T17:35:37.159Z,2026-07-01T17:35:50.219Z
255,af06,ANUNCIO 6 FGTS,TRAFEGO,true,7577,,2026-07-01T17:35:53.447Z,2026-07-01T17:36:05.828Z
256,af07,ANUNCIO 7 FGTS,TRAFEGO,true,7578,,2026-07-01T17:36:08.016Z,2026-07-01T17:36:20.243Z
257,af08,ANUNCIO 8 FGTS,TRAFEGO,true,7579,,2026-07-01T17:36:25.788Z,2026-07-01T17:36:36.775Z
258,af09,ANUNCIO 9 FGTS,TRAFEGO,true,7580,,2026-07-01T17:36:38.301Z,2026-07-01T17:36:48.039Z
269,ac01,ANUNCIO 1 CLT,TRAFEGO,true,6142,,2026-07-01T17:39:08.041Z,2026-07-01T17:39:20.068Z
270,ac02,ANUNCIO 2 CLT,TRAFEGO,true,7553,,2026-07-01T17:39:21.830Z,2026-07-01T17:39:33.010Z
271,ac03,ANUNCIO 3 CLT,TRAFEGO,true,7554,,2026-07-01T17:39:34.490Z,2026-07-01T17:39:46.444Z
272,ac04,ANUNCIO 4 CLT,TRAFEGO,true,7555,,2026-07-01T17:39:48.215Z,2026-07-01T17:39:57.117Z
273,ac05,ANUNCIO 5 CLT,TRAFEGO,true,7556,,2026-07-01T17:39:58.295Z,2026-07-01T17:40:08.157Z
274,ac06,ANUNCIO 6 CLT,TRAFEGO,true,7557,,2026-07-01T17:40:10.062Z,2026-07-01T17:40:18.661Z
275,ac07,ANUNCIO 7 CLT,TRAFEGO,true,7558,,2026-07-01T17:40:19.850Z,2026-07-01T17:40:28.756Z
276,ac08,ANUNCIO 8 CLT,TRAFEGO,true,7559,,2026-07-01T17:40:29.827Z,2026-07-01T17:40:43.579Z
277,ac09,ANUNCIO 9 CLT,TRAFEGO,true,7560,,2026-07-01T17:40:45.045Z,2026-07-01T17:40:55.841Z
279,jt1,JUNIOR ARRAIS TK,INFLUENCER,true,9474,,2026-07-02T14:07:42.814Z,2026-07-02T14:09:20.615Z
280,jy1,JUNIOR ARRAIS YT,INFLUENCER,true,9473,,2026-07-02T14:08:30.924Z,2026-07-02T14:09:23.631Z
281,zs1," TESTE MATEUS",INFLUENCER,true,9506,,2026-07-07T18:43:26.310Z,2026-07-07T18:54:48.931Z
282,mb7,MAPA DAS FINANÇAS BOLSA FAMÍLIA,INFLUENCER,true,7438,,2026-08-06T17:37:52.518Z,2026-08-06T17:38:29.408Z
